ID;StartTime;Path
7;2017-06-30 02:52:57;A:B1:C:D1:E0
8;2017-06-30 02:52:57;A:B1:C:D1:E0
13;2017-06-30 02:52:57;A:B1:C:D1:E0
15;2017-06-30 02:52:57;A:B1:C:D1:E0
21;2017-06-30 02:52:57;A:B1:C:D1:E0
24;2017-06-30 02:52:57;A:B1:C:D1:E0
25;2017-06-30 02:52:57;A:B1:C:D1:E0
26;2017-06-30 02:52:57;A:B1:C:D1:E0
39;2017-06-30 02:52:57;A:B1:C:D1:E0
42;2017-06-30 02:52:57;A:B1:C:D1:E0
49;2017-06-30 02:52:57;A:B1:C:D1:E0
50;2017-06-30 02:52:57;A:B1:C:D1:E0
54;2017-06-30 02:52:57;A:B1:C:D1:E0
56;2017-06-30 02:52:57;A:B1:C:D1:E0
60;2017-06-30 02:52:57;A:B1:C:D1:E0
64;2017-06-30 02:52:57;A:B1:C:D1:E0
66;2017-06-30 02:52:57;A:B1:C:D1:E0
67;2017-06-30 02:52:57;A:B1:C:D1:E0
72;2017-06-30 02:52:57;A:B1:C:D1:E0
75;2017-06-30 02:52:57;A:B1:C:D1:E0
78;2017-06-30 02:52:57;A:B1:C:D1:E0
79;2017-06-30 02:52:57;A:B1:C:D1:E0
82;2017-06-30 02:52:57;A:B1:C:D1:E0
85;2017-06-30 02:52:57;A:B1:C:D1:E0
87;2017-06-30 02:52:57;A:B1:C:D1:E0
91;2017-06-30 02:52:57;A:B1:C:D1:E0
92;2017-06-30 02:52:57;A:B1:C:D1:E0
96;2017-06-30 02:52:57;A:B1:C:D1:E0
99;2017-06-30 02:52:57;A:B1:C:D1:E0
103;2017-06-30 02:52:57;A:B1:C:D1:E0
113;2017-06-30 02:52:57;A:B1:C:D1:E0
114;2017-06-30 02:52:57;A:B1:C:D1:E0
116;2017-06-30 02:52:57;A:B1:C:D1:E0
117;2017-06-30 02:52:57;A:B1:C:D1:E0
121;2017-06-30 02:52:57;A:B1:C:D1:E0
134;2017-06-30 02:52:57;A:B1:C:D1:E0
136;2017-06-30 02:52:57;A:B1:C:D1:E0
137;2017-06-30 02:52:57;A:B1:C:D1:E0
139;2017-06-30 02:52:57;A:B1:C:D1:E0
145;2017-06-30 02:52:57;A:B1:C:D1:E0
150;2017-06-30 02:52:57;A:B1:C:D1:E0
158;2017-06-30 02:52:57;A:B1:C:D1:E0
160;2017-06-30 02:52:57;A:B1:C:D1:E0
161;2017-06-30 02:52:57;A:B1:C:D1:E0
162;2017-06-30 02:52:57;A:B1:C:D1:E0
164;2017-06-30 02:52:57;A:B1:C:D1:E0
169;2017-06-30 02:52:57;A:B1:C:D1:E0
173;2017-06-30 02:52:57;A:B1:C:D1:E0
176;2017-06-30 02:52:57;A:B1:C:D1:E0
181;2017-06-30 02:52:57;A:B1:C:D1:E0
183;2017-06-30 02:52:57;A:B1:C:D1:E0
188;2017-06-30 02:52:57;A:B1:C:D1:E0
192;2017-06-30 02:52:57;A:B1:C:D1:E0
211;2017-06-30 02:52:57;A:B1:C:D1:E0
213;2017-06-30 02:52:57;A:B1:C:D1:E0
230;2017-06-30 02:52:57;A:B1:C:D1:E0
237;2017-06-30 02:52:57;A:B1:C:D1:E0
