ID;StartTime;Path
0;2017-03-20 22:14:00;A:B1:C:D1:E0
1;2019-04-19 19:46:00;A:B1:C:D1:E0
2;2020-02-09 12:17:00;A:B1:C:D1:E0
3;2017-09-23 18:19:00;A:B1:C:D1:E0
4;2017-04-26 04:05:00;A:B1:C:D1:E0
5;2017-01-08 20:23:00;A:B1:C:D1:E0
6;2019-01-01 01:09:00;A:B1:C:D1:E0
7;2017-06-29 23:08:00;A:B1:C:D1:E0
8;2017-10-09 14:33:00;A:B1:C:D1:E0
9;2017-01-02 14:17:00;A:B1:C:D1:E0
10;2017-02-24 16:55:00;A:B1:C:D1:E0
11;2017-05-27 08:04:00;A:B1:C:D1:E0
12;2017-07-09 01:04:00;A:B1:C:D1:E0
13;2017-07-21 23:13:00;A:B1:C:D1:E0
14;2018-01-14 16:49:00;A:B1:C:D1:E0
15;2017-10-14 20:36:00;A:B1:C:D1:E0
16;2017-01-08 09:17:00;A:B1:C:D1:E0
17;2017-01-04 21:26:00;A:B1:C:D1:E0
18;2017-01-13 03:59:00;A:B1:C:D1:E0
19;2017-03-16 03:53:00;A:B1:C:D1:E0
20;2017-03-12 12:04:00;A:B1:C:D1:E0
21;2017-04-08 18:31:00;A:B1:C:D1:E0
22;2017-01-31 14:53:00;A:B1:C:D1:E0
23;2017-05-21 15:18:00;A:B1:C:D1:E0
24;2017-01-06 02:26:00;A:B1:C:D1:E0
25;2017-10-10 21:02:00;A:B1:C:D1:E0
26;2017-07-21 18:15:00;A:B1:C:D1:E0
27;2017-01-05 19:47:00;A:B1:C:D1:E0
28;2017-10-23 12:58:00;A:B1:C:D1:E0
29;2017-06-15 02:40:00;A:B1:C:D1:E0
30;2017-01-05 18:47:00;A:B1:C:D1:E0
31;2017-05-24 01:43:00;A:B1:C:D1:E0
32;2017-03-21 01:29:00;A:B1:C:D1:E0
33;2017-08-03 02:38:00;A:B1:C:D1:E0
34;2017-09-06 21:25:00;A:B1:C:D1:E0
35;2017-01-13 01:07:00;A:B1:C:D1:E0
36;2017-03-06 11:35:00;A:B1:C:D1:E0
37;2017-01-01 21:55:00;A:B1:C:D1:E0
38;2017-01-19 12:28:00;A:B1:C:D1:E0
39;2017-04-05 14:47:00;A:B1:C:D1:E0
40;2017-03-29 22:11:00;A:B1:C:D1:E0
41;2017-05-07 09:41:00;A:B1:C:D1:E0
42;2017-10-28 04:56:00;A:B1:C:D1:E0
43;2017-12-12 22:51:00;A:B1:C:D1:E0
44;2017-09-06 13:37:00;A:B1:C:D1:E0
45;2017-08-17 11:31:00;A:B1:C:D1:E0
46;2017-01-10 21:41:00;A:B1:C:D1:E0
47;2017-06-10 22:36:00;A:B1:C:D1:E0
